image,top_3_songs,top_3_scores,bottom_3_songs,bottom_3_scores
609_妳說誰在胡說八道.jpg,"['084154.mp3', '036388.mp3', '071622.mp3']","[0.16, 0.1566, 0.1471]","['105887.mp3', '056520.mp3', '142564.mp3']","[0.0163, 0.0261, 0.041]"
653_妳很不好溝通耶.jpg,"['084154.mp3', '036388.mp3', '038834.mp3']","[0.1627, 0.1575, 0.1402]","['068600.mp3', '049029.mp3', '110086.mp3']","[0.0216, 0.0305, 0.0316]"
"962_是的,沒有錯.jpg","['026906.mp3', '070426.mp3', '046159.mp3']","[0.1696, 0.1588, 0.1576]","['038827.mp3', '038819.mp3', '091185.mp3']","[0.0377, 0.0418, 0.0432]"
720_她的演技真的太強了.jpg,"['133459.mp3', '043018.mp3', '039530.mp3']","[0.1395, 0.1394, 0.1385]","['096403.mp3', '122358.mp3', '110447.mp3']","[0.0387, 0.0421, 0.0498]"
1110_我早就見了.jpg,"['055293.mp3', '027552.mp3', '054236.mp3']","[0.1978, 0.1946, 0.1931]","['122358.mp3', '080753.mp3', '060864.mp3']","[0.064, 0.0681, 0.0692]"
765_我辦不到.jpg,"['039530.mp3', '055293.mp3', '149099.mp3']","[0.1978, 0.1919, 0.1915]","['107951.mp3', '062529.mp3', '033068.mp3']","[0.0704, 0.0733, 0.079]"
482_對不起.jpg,"['054236.mp3', '087322.mp3', '045151.mp3']","[0.1905, 0.1868, 0.1851]","['122358.mp3', '107951.mp3', '044952.mp3']","[0.0612, 0.0628, 0.0647]"
1226_妳還好嗎.jpg,"['084154.mp3', '132456.mp3', '036388.mp3']","[0.1619, 0.1495, 0.1495]","['122358.mp3', '108970.mp3', '049029.mp3']","[0.0269, 0.0324, 0.0346]"
877_我根本就沒彈過吉他啊.jpg,"['013927.mp3', '127266.mp3', '021707.mp3']","[0.2041, 0.2009, 0.1983]","['122358.mp3', '096403.mp3', '006366.mp3']","[0.0599, 0.0681, 0.0706]"
254_甚麼都願意做就是這麼沉重的話.jpg,"['058221.mp3', '086762.mp3', '055293.mp3']","[0.2027, 0.2026, 0.2009]","['004079.mp3', '107951.mp3', '110447.mp3']","[0.0575, 0.0631, 0.0649]"
646_可說是殘酷的現實.jpg,"['021707.mp3', '058221.mp3', '087324.mp3']","[0.1668, 0.1648, 0.1642]","['060864.mp3', '080753.mp3', '060144.mp3']","[0.0492, 0.0494, 0.0511]"
912_這樣誰受得了啊.jpg,"['070426.mp3', '074386.mp3', '127266.mp3']","[0.1561, 0.1507, 0.1478]","['096403.mp3', '057665.mp3', '059709.mp3']","[0.0343, 0.0392, 0.0392]"
1104_我一點也不想看到妳.jpg,"['140872.mp3', '013707.mp3', '045151.mp3']","[0.2066, 0.184, 0.181]","['060864.mp3', '080753.mp3', '060144.mp3']","[0.068, 0.0684, 0.0692]"
402_但是妳不可以死.jpg,"['036388.mp3', '084154.mp3', '132456.mp3']","[0.1691, 0.1679, 0.1612]","['122358.mp3', '027804.mp3', '110447.mp3']","[0.0194, 0.0388, 0.0471]"
812_Ave_Mujica將就此落幕.jpg,"['096399.mp3', '011675.mp3', '113697.mp3']","[0.1997, 0.1982, 0.1969]","['109905.mp3', '118505.mp3', '105712.mp3']","[0.0768, 0.0867, 0.0913]"
675_有需要什麼東西就跟我說喔.jpg,"['142511.mp3', '043018.mp3', '109903.mp3']","[0.1648, 0.1646, 0.1641]","['142551.mp3', '122358.mp3', '142552.mp3']","[0.0717, 0.0736, 0.0796]"
1121_祥子是個壞孩子啊.jpg,"['084154.mp3', '036388.mp3', '038834.mp3']","[0.1764, 0.1744, 0.1573]","['110447.mp3', '122358.mp3', '054468.mp3']","[0.0268, 0.0356, 0.0414]"
287_妳好.jpg,"['084154.mp3', '036388.mp3', '149101.mp3']","[0.1719, 0.1617, 0.1595]","['096403.mp3', '092292.mp3', '122358.mp3']","[-0.0023, 0.016, 0.0218]"
622_真的嗎.jpg,"['096399.mp3', '131942.mp3', '019184.mp3']","[0.1531, 0.1483, 0.1482]","['105887.mp3', '119726.mp3', '105712.mp3']","[0.0363, 0.0499, 0.0522]"
"1145_好的,我明白了.jpg","['087322.mp3', '055288.mp3', '054236.mp3']","[0.2101, 0.2046, 0.2004]","['122358.mp3', '080753.mp3', '060864.mp3']","[0.0616, 0.0653, 0.0669]"
329_那首歌真的很棒呢.jpg,"['084154.mp3', '132456.mp3', '036388.mp3']","[0.1745, 0.166, 0.1625]","['096403.mp3', '068600.mp3', '110447.mp3']","[0.0363, 0.038, 0.0415]"
112_來.jpg,"['021707.mp3', '113271.mp3', '087322.mp3']","[0.1617, 0.1601, 0.1595]","['122358.mp3', '096403.mp3', '110447.mp3']","[0.0336, 0.0408, 0.0424]"
77_好厲害....jpg,"['070426.mp3', '087324.mp3', '055288.mp3']","[0.1875, 0.1872, 0.1869]","['122358.mp3', '096403.mp3', '110447.mp3']","[0.0406, 0.0452, 0.0589]"
795_覺得難受的話要說喔.jpg,"['055288.mp3', '055293.mp3', '107613.mp3']","[0.1443, 0.1403, 0.1397]","['118505.mp3', '038827.mp3', '017605.mp3']","[0.0241, 0.03, 0.0302]"
619_我都會緊緊握住.jpg,"['055288.mp3', '087324.mp3', '027547.mp3']","[0.2611, 0.2607, 0.2592]","['118505.mp3', '034257.mp3', '059709.mp3']","[0.0687, 0.0782, 0.079]"
452_那我也可以哭喔.jpg,"['140872.mp3', '078845.mp3', '026906.mp3']","[0.1946, 0.1937, 0.1933]","['080753.mp3', '004079.mp3', '060144.mp3']","[0.0467, 0.0475, 0.0486]"
742_將沒入甜蜜沉穩的黑暗.jpg,"['014738.mp3', '058221.mp3', '140872.mp3']","[0.2338, 0.2262, 0.2192]","['118505.mp3', '024898.mp3', '034257.mp3']","[0.0854, 0.0937, 0.0953]"
1211_不會啊.jpg,"['134643.mp3', '039904.mp3', '110684.mp3']","[0.1266, 0.1266, 0.1261]","['038819.mp3', '091184.mp3', '038775.mp3']","[0.0407, 0.042, 0.0424]"
99_愛音：我不知道.jpg,"['070426.mp3', '087322.mp3', '013927.mp3']","[0.2099, 0.2046, 0.2017]","['096403.mp3', '122358.mp3', '096718.mp3']","[0.0518, 0.0611, 0.0706]"
401_但同時進行Sumimi的活動一定很辛苦吧.jpg,"['058212.mp3', '105413.mp3', '108961.mp3']","[0.2172, 0.2068, 0.2068]","['004079.mp3', '107952.mp3', '080753.mp3']","[0.0528, 0.0546, 0.0567]"
491_我做了...一場夢.jpg,"['084154.mp3', '036388.mp3', '007713.mp3']","[0.1921, 0.1839, 0.1782]","['038827.mp3', '110447.mp3', '122358.mp3']","[0.0623, 0.0624, 0.0671]"
"825_交通費和住宿費,很多地方都要花錢.jpg","['087322.mp3', '087324.mp3', '027547.mp3']","[0.1993, 0.1917, 0.1896]","['110447.mp3', '122358.mp3', '062529.mp3']","[0.049, 0.0569, 0.0592]"
1011_她一直黏著野貓.jpg,"['084154.mp3', '132456.mp3', '036388.mp3']","[0.1619, 0.1513, 0.1511]","['110447.mp3', '054468.mp3', '062531.mp3']","[0.0218, 0.0357, 0.0434]"
513_不要再和初音見面了.jpg,"['040851.mp3', '108024.mp3', '126231.mp3']","[0.207, 0.2055, 0.2021]","['118505.mp3', '057500.mp3', '059709.mp3']","[0.0915, 0.0921, 0.0932]"
1165_我怕又會有這種狀況.jpg,"['084154.mp3', '036388.mp3', '132456.mp3']","[0.1688, 0.1587, 0.1556]","['038827.mp3', '122358.mp3', '038829.mp3']","[0.0425, 0.0455, 0.0514]"
501_有什麼事嗎.jpg,"['087322.mp3', '055288.mp3', '054236.mp3']","[0.197, 0.1931, 0.1924]","['122358.mp3', '110447.mp3', '043519.mp3']","[0.0654, 0.0727, 0.0733]"
1185_竟然被唸了~.jpg,"['087322.mp3', '055288.mp3', '087324.mp3']","[0.2012, 0.1985, 0.1962]","['122358.mp3', '060864.mp3', '080753.mp3']","[0.0558, 0.0691, 0.0695]"
588_肯定會一秒拿光的啦.jpg,"['043018.mp3', '069210.mp3', '069200.mp3']","[0.145, 0.1409, 0.137]","['078851.mp3', '107850.mp3', '011786.mp3']","[0.0272, 0.0336, 0.0362]"
3_每次想著想著就會感到很厭世.jpg,"['087322.mp3', '055293.mp3', '054236.mp3']","[0.2189, 0.2163, 0.2153]","['080753.mp3', '029351.mp3', '080755.mp3']","[0.0527, 0.0561, 0.0581]"
330_可以吃了嗎.jpg,"['070426.mp3', '055285.mp3', '027547.mp3']","[0.146, 0.1431, 0.1431]","['122358.mp3', '110447.mp3', '092292.mp3']","[0.0282, 0.0348, 0.0417]"
"509_還真像,很完美嘛.jpg","['084154.mp3', '036388.mp3', '048015.mp3']","[0.1772, 0.1645, 0.157]","['110447.mp3', '105887.mp3', '118505.mp3']","[0.0399, 0.0444, 0.0513]"
41_我願意一輩子和燈在一起.jpg,"['087324.mp3', '087322.mp3', '013927.mp3']","[0.2022, 0.2021, 0.2007]","['044848.mp3', '034257.mp3', '124409.mp3']","[0.0593, 0.061, 0.064]"
724_妳不要跑進來插嘴.jpg,"['087322.mp3', '014738.mp3', '027547.mp3']","[0.1666, 0.1665, 0.1664]","['118505.mp3', '080753.mp3', '060864.mp3']","[0.0551, 0.0595, 0.0598]"
1161_怪物.jpg,"['087324.mp3', '055285.mp3', '027547.mp3']","[0.188, 0.1867, 0.1867]","['122358.mp3', '027804.mp3', '096403.mp3']","[0.0379, 0.0539, 0.0621]"
394_(赤羽警察署)(來電中).jpg,"['039530.mp3', '083715.mp3', '131933.mp3']","[0.1534, 0.1503, 0.1499]","['122358.mp3', '024700.mp3', '096403.mp3']","[0.0575, 0.0628, 0.0644]"
122_不要.jpg,"['027552.mp3', '055288.mp3', '087324.mp3']","[0.2033, 0.2031, 0.2017]","['057665.mp3', '059709.mp3', '107951.mp3']","[0.0748, 0.0748, 0.0784]"
284_我在這裡再次感謝大家今天願意參加集會.jpg,"['012527.mp3', '013927.mp3', '127266.mp3']","[0.1839, 0.1838, 0.1836]","['096403.mp3', '068600.mp3', '038887.mp3']","[0.0276, 0.0478, 0.0502]"
549_妳要去哪.jpg,"['121739.mp3', '087322.mp3', '055288.mp3']","[0.1841, 0.1767, 0.1741]","['110447.mp3', '122358.mp3', '107952.mp3']","[0.0432, 0.0474, 0.05]"
827_初華.jpg,"['058221.mp3', '087322.mp3', '055293.mp3']","[0.1901, 0.1862, 0.1846]","['107951.mp3', '033068.mp3', '033071.mp3']","[0.049, 0.0559, 0.0566]"
861_很有嶄新一面的感覺.jpg,"['124518.mp3', '003537.mp3', '126598.mp3']","[0.1552, 0.1543, 0.154]","['038783.mp3', '038775.mp3', '038827.mp3']","[0.021, 0.021, 0.0214]"
280_那些跟現在有關係嗎.jpg,"['084154.mp3', '132456.mp3', '007713.mp3']","[0.1673, 0.1648, 0.1556]","['110447.mp3', '054468.mp3', '096403.mp3']","[0.0361, 0.0425, 0.0429]"
51_那...那我呢.jpg,"['084154.mp3', '036388.mp3', '048015.mp3']","[0.1717, 0.1631, 0.1549]","['110447.mp3', '054468.mp3', '122358.mp3']","[0.0313, 0.036, 0.0407]"
"1025_慢著慢著,什麼意思.jpg","['084154.mp3', '036388.mp3', '048015.mp3']","[0.1861, 0.1828, 0.17]","['110447.mp3', '122358.mp3', '054468.mp3']","[0.0238, 0.0317, 0.0358]"
1159_快點走開!.jpg,"['055293.mp3', '127266.mp3', '027552.mp3']","[0.2078, 0.2067, 0.2059]","['080753.mp3', '098339.mp3', '080755.mp3']","[0.077, 0.0803, 0.0803]"
692_還是來我家過夜吧.jpg,"['140872.mp3', '055293.mp3', '058221.mp3']","[0.1867, 0.1726, 0.169]","['110447.mp3', '122358.mp3', '080753.mp3']","[0.0484, 0.0502, 0.0561]"
308_妳說什麼？.jpg,"['070426.mp3', '055285.mp3', '027547.mp3']","[0.1883, 0.1782, 0.1782]","['072072.mp3', '057665.mp3', '059709.mp3']","[0.0268, 0.0274, 0.0274]"
883_放心吧.jpg,"['074386.mp3', '078845.mp3', '021707.mp3']","[0.16, 0.1564, 0.1538]","['122358.mp3', '027804.mp3', '092292.mp3']","[0.0507, 0.0574, 0.0632]"
340_不會吧.jpg,"['101951.mp3', '142949.mp3', '084154.mp3']","[0.1984, 0.1947, 0.1929]","['057665.mp3', '059709.mp3', '076069.mp3']","[0.0513, 0.0513, 0.0562]"
595_這樣真的好嗎.jpg,"['113697.mp3', '017606.mp3', '124426.mp3']","[0.1814, 0.1808, 0.1737]","['132138.mp3', '025378.mp3', '014208.mp3']","[0.0473, 0.051, 0.0524]"
544_多麼虎頭蛇尾的結局.jpg,"['092564.mp3', '014693.mp3', '093712.mp3']","[0.1725, 0.1695, 0.1695]","['038827.mp3', '038829.mp3', '068541.mp3']","[0.0247, 0.0276, 0.0284]"
634_不覺得很厲害嗎.jpg,"['027552.mp3', '087322.mp3', '087324.mp3']","[0.168, 0.167, 0.166]","['049029.mp3', '133781.mp3', '074374.mp3']","[0.0606, 0.0612, 0.0617]"
92_沒有人那樣拜託妳.jpg,"['084154.mp3', '036388.mp3', '140872.mp3']","[0.1943, 0.1869, 0.1772]","['110447.mp3', '122358.mp3', '027804.mp3']","[0.0385, 0.0473, 0.0533]"
485_我不允許妳那麼做.jpg,"['084154.mp3', '036388.mp3', '048015.mp3']","[0.1807, 0.1667, 0.1625]","['110447.mp3', '118505.mp3', '122358.mp3']","[0.0387, 0.0453, 0.0481]"
1056_終於追上妳了.jpg,"['043586.mp3', '055293.mp3', '021707.mp3']","[0.18, 0.1799, 0.1797]","['004079.mp3', '044950.mp3', '044952.mp3']","[0.0446, 0.0469, 0.049]"
521_我到底還有哪裡不好.jpg,"['087322.mp3', '055293.mp3', '087324.mp3']","[0.1884, 0.1856, 0.1777]","['122358.mp3', '110447.mp3', '027804.mp3']","[0.0443, 0.0556, 0.0626]"
9_差勁.jpg,"['087324.mp3', '112526.mp3', '084743.mp3']","[0.1708, 0.17, 0.1698]","['118505.mp3', '074374.mp3', '038827.mp3']","[0.0726, 0.0752, 0.0764]"
5_我想應該不是.jpg,"['064364.mp3', '129391.mp3', '070426.mp3']","[0.1417, 0.1404, 0.1402]","['049029.mp3', '096403.mp3', '122358.mp3']","[0.0171, 0.0194, 0.0248]"
1233_我不想消失.jpg,"['046732.mp3', '058221.mp3', '064366.mp3']","[0.1684, 0.1635, 0.1628]","['118505.mp3', '038827.mp3', '038775.mp3']","[0.0313, 0.0469, 0.0483]"
114_太先入為主了喔.jpg,"['048015.mp3', '084154.mp3', '036388.mp3']","[0.1276, 0.1272, 0.1239]","['072072.mp3', '122358.mp3', '076069.mp3']","[0.0215, 0.0219, 0.0227]"
748_幸好總算化險為夷了.jpg,"['140872.mp3', '078845.mp3', '043586.mp3']","[0.1691, 0.165, 0.1637]","['080753.mp3', '060864.mp3', '080755.mp3']","[0.0463, 0.0486, 0.0494]"
125_我已經徹底失敗了.jpg,"['084154.mp3', '036388.mp3', '048015.mp3']","[0.1797, 0.1742, 0.1721]","['122358.mp3', '110447.mp3', '027804.mp3']","[0.0211, 0.0361, 0.0376]"
519_我一定要去東京.jpg,"['113271.mp3', '142551.mp3', '142579.mp3']","[0.235, 0.2295, 0.2159]","['073770.mp3', '118505.mp3', '129887.mp3']","[0.0636, 0.0661, 0.0737]"
134_人生這麼漫長會撐不住的喔.jpg,"['070426.mp3', '055285.mp3', '027547.mp3']","[0.1981, 0.1901, 0.1901]","['096403.mp3', '122358.mp3', '124409.mp3']","[0.0462, 0.0522, 0.0536]"
923_下班.jpg,"['043018.mp3', '140872.mp3', '123867.mp3']","[0.1539, 0.1523, 0.1491]","['096403.mp3', '038827.mp3', '096718.mp3']","[0.0437, 0.0495, 0.0502]"
781_為什麼...我每次都會搞砸.jpg,"['140872.mp3', '058221.mp3', '014738.mp3']","[0.2276, 0.2239, 0.2166]","['107951.mp3', '004079.mp3', '060144.mp3']","[0.0616, 0.0621, 0.063]"
728_妳到底在說什麼.jpg,"['087322.mp3', '055288.mp3', '064366.mp3']","[0.1791, 0.1786, 0.1746]","['122358.mp3', '096403.mp3', '110447.mp3']","[0.0445, 0.0498, 0.0522]"
810_靠爸族.jpg,"['149101.mp3', '074386.mp3', '055293.mp3']","[0.1233, 0.119, 0.1185]","['118505.mp3', '122358.mp3', '109446.mp3']","[0.0161, 0.0179, 0.0225]"
120_我想妳心裡多少也有些想法吧.jpg,"['129391.mp3', '055285.mp3', '027547.mp3']","[0.1648, 0.1646, 0.1646]","['096403.mp3', '110447.mp3', '049029.mp3']","[0.0385, 0.0436, 0.0455]"
809_雖然那次單純只是出錯.jpg,"['087322.mp3', '087324.mp3', '027547.mp3']","[0.2069, 0.2029, 0.2022]","['122358.mp3', '027804.mp3', '060864.mp3']","[0.0537, 0.064, 0.0646]"
733_妳為什麼要那樣做.jpg,"['036388.mp3', '084154.mp3', '007713.mp3']","[0.1534, 0.1513, 0.1358]","['122358.mp3', '110447.mp3', '054468.mp3']","[0.0083, 0.0118, 0.0241]"
681_看起來好好吃喔.jpg,"['064591.mp3', '044949.mp3', '044951.mp3']","[0.1494, 0.1494, 0.1409]","['096403.mp3', '056520.mp3', '072072.mp3']","[0.0149, 0.0181, 0.0202]"
1071_不客氣.jpg,"['013927.mp3', '055288.mp3', '064366.mp3']","[0.2288, 0.222, 0.2211]","['110447.mp3', '107951.mp3', '062529.mp3']","[0.0832, 0.0878, 0.0883]"
374_好溫柔.jpg,"['121592.mp3', '029738.mp3', '029747.mp3']","[0.1864, 0.1829, 0.1815]","['096403.mp3', '068600.mp3', '059709.mp3']","[0.0309, 0.0466, 0.0468]"
1183_為了分散風險同時跑好幾個樂團.jpg,"['084154.mp3', '036388.mp3', '132456.mp3']","[0.1687, 0.1607, 0.1544]","['122358.mp3', '038827.mp3', '027804.mp3']","[0.0388, 0.0445, 0.0523]"
700_不要怕成這樣嘛.jpg,"['048015.mp3', '058221.mp3', '084154.mp3']","[0.1882, 0.1844, 0.1838]","['118505.mp3', '057665.mp3', '059709.mp3']","[0.0403, 0.0492, 0.0492]"
45_只要是我能做的，我什麼都願意做.jpg,"['084154.mp3', '036388.mp3', '007713.mp3']","[0.2075, 0.1964, 0.1931]","['110447.mp3', '004079.mp3', '122358.mp3']","[0.0498, 0.057, 0.0644]"
985_168億!.jpg,"['084154.mp3', '036388.mp3', '048015.mp3']","[0.1616, 0.1605, 0.146]","['122358.mp3', '105887.mp3', '096403.mp3']","[0.0249, 0.0261, 0.0307]"
975_謝謝誇獎.jpg,"['087322.mp3', '055293.mp3', '054236.mp3']","[0.2116, 0.2067, 0.2051]","['122358.mp3', '043519.mp3', '072290.mp3']","[0.0578, 0.067, 0.0699]"
502_沒事的.jpg,"['064364.mp3', '084154.mp3', '036388.mp3']","[0.2156, 0.1917, 0.1899]","['110447.mp3', '096403.mp3', '029351.mp3']","[0.0442, 0.0505, 0.0589]"
725_妳也沒有試圖掩飾錯誤就那麼僵住了嗎.jpg,"['087324.mp3', '055285.mp3', '027547.mp3']","[0.2077, 0.2073, 0.2073]","['044848.mp3', '110447.mp3', '034257.mp3']","[0.0717, 0.0749, 0.0753]"
315_我就不用了.jpg,"['084154.mp3', '132456.mp3', '036388.mp3']","[0.1853, 0.1745, 0.1721]","['096403.mp3', '068600.mp3', '092292.mp3']","[0.0424, 0.0494, 0.0541]"
415_妳真的什麼都不打算問嗎.jpg,"['058212.mp3', '113701.mp3', '037417.mp3']","[0.2114, 0.2054, 0.1999]","['004079.mp3', '110447.mp3', '107952.mp3']","[0.0459, 0.0504, 0.0595]"
1092_妳想做什麼是妳的自由.jpg,"['120203.mp3', '067334.mp3', '037423.mp3']","[0.157, 0.157, 0.1547]","['018031.mp3', '004079.mp3', '018034.mp3']","[0.0331, 0.0336, 0.0357]"
704_倒數五秒鐘.jpg,"['055288.mp3', '064366.mp3', '087322.mp3']","[0.1986, 0.1957, 0.1946]","['122358.mp3', '110447.mp3', '027804.mp3']","[0.0676, 0.0728, 0.0749]"
1049_沒有時間了.jpg,"['087322.mp3', '055293.mp3', '054236.mp3']","[0.1907, 0.1874, 0.1868]","['122358.mp3', '110447.mp3', '062529.mp3']","[0.0653, 0.0671, 0.0729]"
404_再來是.jpg,"['064366.mp3', '129391.mp3', '142579.mp3']","[0.1867, 0.1858, 0.1854]","['096403.mp3', '122358.mp3', '068600.mp3']","[0.0315, 0.055, 0.0636]"
627_都要出場了耶.jpg,"['084154.mp3', '048015.mp3', '071372.mp3']","[0.2091, 0.2037, 0.1978]","['057665.mp3', '059709.mp3', '076069.mp3']","[0.0554, 0.0554, 0.0589]"
30_我不會再演奏春日影了.jpg,"['013927.mp3', '055288.mp3', '087324.mp3']","[0.2336, 0.233, 0.2302]","['096403.mp3', '096718.mp3', '115267.mp3']","[0.0642, 0.085, 0.0922]"
467_也可以搬去其他更寬敞的地方.jpg,"['021232.mp3', '055285.mp3', '027547.mp3']","[0.1741, 0.1741, 0.1741]","['105887.mp3', '057665.mp3', '059709.mp3']","[0.0571, 0.0576, 0.0576]"
866_我不幹了.jpg,"['084154.mp3', '036388.mp3', '048015.mp3']","[0.1711, 0.1679, 0.1569]","['110447.mp3', '118505.mp3', '004079.mp3']","[0.0417, 0.0526, 0.0533]"
802_這樣太不負責了吧.jpg,"['039530.mp3', '149099.mp3', '027805.mp3']","[0.1396, 0.1376, 0.1368]","['049029.mp3', '133781.mp3', '122358.mp3']","[0.0504, 0.0516, 0.0558]"
1126_這和妳沒有關係.jpg,"['055293.mp3', '087322.mp3', '142579.mp3']","[0.1836, 0.1771, 0.1766]","['044948.mp3', '044952.mp3', '115267.mp3']","[0.0413, 0.0413, 0.0421]"
1091_妳在笑什麼.jpg,"['084154.mp3', '132456.mp3', '036388.mp3']","[0.1688, 0.1584, 0.1564]","['096403.mp3', '068600.mp3', '147412.mp3']","[0.0293, 0.034, 0.0373]"
578_換我回擊了.jpg,"['064364.mp3', '064365.mp3', '027547.mp3']","[0.1809, 0.1778, 0.1768]","['096403.mp3', '038887.mp3', '109446.mp3']","[0.0241, 0.046, 0.0517]"
859_就會把事情搞砸.jpg,"['058221.mp3', '055293.mp3', '087322.mp3']","[0.2019, 0.2001, 0.1995]","['080753.mp3', '060864.mp3', '060144.mp3']","[0.061, 0.0631, 0.0637]"
19_不要逃啦.jpg,"['087322.mp3', '087324.mp3', '027547.mp3']","[0.1698, 0.1676, 0.167]","['122358.mp3', '057665.mp3', '059709.mp3']","[0.0281, 0.0411, 0.0411]"
694_不過長得很可愛喔.jpg,"['055293.mp3', '142579.mp3', '140872.mp3']","[0.1658, 0.1638, 0.1636]","['122358.mp3', '027804.mp3', '092292.mp3']","[0.0438, 0.0571, 0.0675]"
542_回去吧.jpg,"['121739.mp3', '085792.mp3', '142511.mp3']","[0.1836, 0.1719, 0.1706]","['064365.mp3', '142567.mp3', '142564.mp3']","[0.0343, 0.0385, 0.0417]"
407_因為這是小祥的請求啊.jpg,"['021232.mp3', '055285.mp3', '027547.mp3']","[0.1823, 0.1823, 0.1823]","['122358.mp3', '096403.mp3', '038910.mp3']","[0.0496, 0.0498, 0.0567]"
537_初音.jpg,"['149687.mp3', '149953.mp3', '032687.mp3']","[0.1893, 0.1893, 0.1893]","['110447.mp3', '054468.mp3', '062531.mp3']","[0.0301, 0.0431, 0.0439]"
934_她有給妳答覆嗎.jpg,"['140872.mp3', '014585.mp3', '043586.mp3']","[0.1676, 0.154, 0.1533]","['080753.mp3', '115267.mp3', '122358.mp3']","[0.0498, 0.0519, 0.0521]"
486_我不在乎.jpg,"['087322.mp3', '013927.mp3', '055288.mp3']","[0.1833, 0.1782, 0.1755]","['110447.mp3', '122358.mp3', '062529.mp3']","[0.0444, 0.0509, 0.0545]"
1042_我真的不懂妳們在說什麼.jpg,"['087322.mp3', '054236.mp3', '013927.mp3']","[0.2011, 0.1974, 0.1972]","['122358.mp3', '062529.mp3', '107951.mp3']","[0.0653, 0.0673, 0.0738]"
325_不知道.jpg,"['084154.mp3', '014738.mp3', '048015.mp3']","[0.1647, 0.1612, 0.1595]","['110447.mp3', '054468.mp3', '122358.mp3']","[0.0261, 0.0367, 0.0373]"
1079_別這樣.jpg,"['084154.mp3', '036388.mp3', '132456.mp3']","[0.179, 0.1697, 0.1623]","['122358.mp3', '096403.mp3', '110447.mp3']","[0.0292, 0.0404, 0.0442]"
94_立希：蛤.jpg,"['055288.mp3', '054236.mp3', '087322.mp3']","[0.1864, 0.1818, 0.1816]","['096403.mp3', '096718.mp3', '068600.mp3']","[0.0394, 0.057, 0.0622]"
278_妳這個人.jpg,"['055288.mp3', '087324.mp3', '064366.mp3']","[0.1919, 0.1911, 0.1907]","['073770.mp3', '096403.mp3', '122358.mp3']","[0.0651, 0.0654, 0.0665]"
1081_可以也和我重修舊好嗎.jpg,"['021232.mp3', '055285.mp3', '027547.mp3']","[0.2019, 0.2019, 0.2019]","['122358.mp3', '027804.mp3', '074374.mp3']","[0.0519, 0.0602, 0.0651]"
209_我受夠了所以我才.jpg,"['149687.mp3', '149953.mp3', '032687.mp3']","[0.1871, 0.1871, 0.1871]","['096403.mp3', '096718.mp3', '024700.mp3']","[0.0804, 0.0805, 0.0855]"
507_這是當然的.jpg,"['060874.mp3', '074945.mp3', '084154.mp3']","[0.1771, 0.1752, 0.1752]","['038827.mp3', '038783.mp3', '038775.mp3']","[0.0529, 0.0543, 0.0543]"
1197_這是事實吧.jpg,"['087322.mp3', '055288.mp3', '054236.mp3']","[0.2047, 0.2007, 0.1983]","['122358.mp3', '080753.mp3', '060864.mp3']","[0.0563, 0.0713, 0.072]"
640_也差不多該進入正題了.jpg,"['055288.mp3', '087324.mp3', '027547.mp3']","[0.2131, 0.2104, 0.2087]","['096403.mp3', '049029.mp3', '096718.mp3']","[0.0422, 0.0675, 0.0705]"
391_妳願意將剩餘的人生交給我嗎.jpg,"['013927.mp3', '087324.mp3', '142579.mp3']","[0.1909, 0.1866, 0.1864]","['122358.mp3', '096403.mp3', '003896.mp3']","[0.0595, 0.0635, 0.0642]"
1250_祥在CRYCHIC時.jpg,"['009560.mp3', '058221.mp3', '014738.mp3']","[0.2144, 0.2143, 0.2031]","['118505.mp3', '057665.mp3', '059709.mp3']","[0.0516, 0.0584, 0.0584]"
299_不是不是.jpg,"['084154.mp3', '036388.mp3', '132456.mp3']","[0.1547, 0.1464, 0.1404]","['096403.mp3', '068600.mp3', '048453.mp3']","[-0.0006, 0.0075, 0.013]"
611_您在說什麼.jpg,"['084154.mp3', '036388.mp3', '007713.mp3']","[0.1861, 0.1847, 0.1829]","['110447.mp3', '122358.mp3', '062185.mp3']","[0.058, 0.0587, 0.0687]"
159_是妳先來找我麻煩的吧.jpg,"['087322.mp3', '054236.mp3', '013927.mp3']","[0.2022, 0.194, 0.192]","['122358.mp3', '110447.mp3', '027804.mp3']","[0.0489, 0.0596, 0.0635]"
852_媽媽.jpg,"['087324.mp3', '055285.mp3', '027547.mp3']","[0.1763, 0.1751, 0.1751]","['096403.mp3', '096718.mp3', '122358.mp3']","[0.0158, 0.0253, 0.0464]"
"587_突然到來,猝不及防.jpg","['087322.mp3', '087324.mp3', '027547.mp3']","[0.1843, 0.1807, 0.1797]","['080753.mp3', '107951.mp3', '060864.mp3']","[0.058, 0.0607, 0.0621]"
1153_妳果然在經紀公司.jpg,"['074386.mp3', '142579.mp3', '064365.mp3']","[0.172, 0.1675, 0.1591]","['057665.mp3', '059709.mp3', '076069.mp3']","[0.0238, 0.0238, 0.026]"
600_不行.jpg,"['087322.mp3', '087324.mp3', '027547.mp3']","[0.1573, 0.1571, 0.1562]","['122358.mp3', '027804.mp3', '074374.mp3']","[0.0324, 0.045, 0.0476]"
562_我實在無法接受.jpg,"['013927.mp3', '087322.mp3', '054236.mp3']","[0.2238, 0.2236, 0.2225]","['107951.mp3', '062185.mp3', '142574.mp3']","[0.0778, 0.0799, 0.0807]"
