image,top_3_songs,top_3_scores,bottom_3_songs,bottom_3_scores
死掉了_死掉了_0562.jpg,"['Sneaky Adventure - Background Music (HD).mp3', 'Nintendo Wii - Mii Channel Theme.mp3', 'sans..mp3']","[15.4651, 15.2773, 14.9515]","['Wonder (Piranha Plants on Parade) ｜ Super Mario Bros. Wonder OST.mp3', '🎵 Happy Boy End Theme - Kevin MacLeod 🎧 No Copyright Music 🎶 YouTube Audio Library.mp3', 'Wii Shop Channel Main Theme (HQ).mp3']","[11.1482, 11.651, 12.1473]"
妳叫什麼名字.jpg,"['Scheming Weasel Faster (Kevin Macleod) - Background Music (HD).mp3', ""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", 'sans..mp3']","[15.3315, 14.6818, 13.1194]","['Nintendo Wii - Mii Channel Theme.mp3', 'Curb Your Enthusiasm Meme (Frolic) - Background Music (HD).mp3', '🎵 Happy Boy End Theme - Kevin MacLeod 🎧 No Copyright Music 🎶 YouTube Audio Library.mp3']","[7.1315, 7.2648, 7.513]"
她笑了.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", 'HUNTER X HUNTER OST 3 ＂KINGDOM OF PREDATORS＂ (TIKTOK MEME SOUNDTRACK).mp3', 'Sneaky Adventure - Background Music (HD).mp3']","[20.8075, 16.3042, 15.9967]","['Wonder (Piranha Plants on Parade) ｜ Super Mario Bros. Wonder OST.mp3', 'Spongebob Music - Background Music (HD).mp3', '🎵 Happy Boy End Theme - Kevin MacLeod 🎧 No Copyright Music 🎶 YouTube Audio Library.mp3']","[9.9278, 10.7887, 11.0709]"
我完全沒發現是她呢_0187.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", 'Spongebob Music - Background Music (HD).mp3', '【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3']","[16.3186, 15.1396, 14.0063]","['Sneaky Adventure - Background Music (HD).mp3', 'sans..mp3', 'Wii Shop Channel Main Theme (HQ).mp3']","[6.7109, 7.7959, 8.6548]"
妳以為我是什麼人_0654.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", 'Sneaky Adventure - Background Music (HD).mp3', 'HUNTER X HUNTER OST 3 ＂KINGDOM OF PREDATORS＂ (TIKTOK MEME SOUNDTRACK).mp3']","[15.0629, 13.6782, 13.258]","['Wii Shop Channel Main Theme (HQ).mp3', '🎵 Happy Boy End Theme - Kevin MacLeod 🎧 No Copyright Music 🎶 YouTube Audio Library.mp3', 'Wonder (Piranha Plants on Parade) ｜ Super Mario Bros. Wonder OST.mp3']","[8.669, 9.5083, 9.5231]"
我不允許妳那麼做_0229.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", '【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', 'Amazing Plan - Distressed - Kevin MacLeod.mp3']","[15.8585, 15.8193, 12.9254]","['Wii Shop Channel Main Theme (HQ).mp3', 'Nintendo Wii - Mii Channel Theme.mp3', 'Sad Violin - Sound Effect (HD).mp3']","[9.4875, 9.6931, 10.7957]"
妳不要跑進來插嘴_0514.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", '【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', 'HUNTER X HUNTER OST 3 ＂KINGDOM OF PREDATORS＂ (TIKTOK MEME SOUNDTRACK).mp3']","[19.1961, 13.16, 12.3565]","['Nintendo Wii - Mii Channel Theme.mp3', 'Wii Shop Channel Main Theme (HQ).mp3', 'Curb Your Enthusiasm Meme (Frolic) - Background Music (HD).mp3']","[8.7924, 8.938, 10.0069]"
長大後我要成為偶像_0107.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", 'Amazing Plan - Distressed - Kevin MacLeod.mp3', 'Nothing Beats a Jet2holiday ｜ Sale ｜ Family ｜ TV advert.mp3']","[20.634, 16.8901, 16.0196]","['🎵 Happy Boy End Theme - Kevin MacLeod 🎧 No Copyright Music 🎶 YouTube Audio Library.mp3', 'Wii Shop Channel Main Theme (HQ).mp3', 'Wonder (Piranha Plants on Parade) ｜ Super Mario Bros. Wonder OST.mp3']","[11.246, 11.8479, 12.0507]"
沒錯沒錯.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", '【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', 'HUNTER X HUNTER OST 3 ＂KINGDOM OF PREDATORS＂ (TIKTOK MEME SOUNDTRACK).mp3']","[19.1106, 14.534, 13.0869]","['Wii Shop Channel Main Theme (HQ).mp3', '🎵 Happy Boy End Theme - Kevin MacLeod 🎧 No Copyright Music 🎶 YouTube Audio Library.mp3', 'Wonder (Piranha Plants on Parade) ｜ Super Mario Bros. Wonder OST.mp3']","[9.494, 9.8737, 10.2559]"
妳說那件事啊_0217.jpg,"['【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', 'Amazing Plan - Distressed - Kevin MacLeod.mp3', ""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3""]","[14.3265, 12.6694, 12.4882]","['sans..mp3', 'Sneaky Adventure - Background Music (HD).mp3', 'Curb Your Enthusiasm Meme (Frolic) - Background Music (HD).mp3']","[7.5065, 7.5205, 8.0233]"
不要這樣.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", '【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', 'sans..mp3']","[16.8555, 15.7078, 13.9204]","['Curb Your Enthusiasm Meme (Frolic) - Background Music (HD).mp3', 'Nintendo Wii - Mii Channel Theme.mp3', '🎵 Happy Boy End Theme - Kevin MacLeod 🎧 No Copyright Music 🎶 YouTube Audio Library.mp3']","[8.538, 8.6695, 9.4936]"
真的是很不容易呢.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", '【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', 'Amazing Plan - Distressed - Kevin MacLeod.mp3']","[16.9191, 12.5557, 11.6703]","['Nintendo Wii - Mii Channel Theme.mp3', 'Wii Shop Channel Main Theme (HQ).mp3', 'Curb Your Enthusiasm Meme (Frolic) - Background Music (HD).mp3']","[7.1828, 7.5549, 8.1702]"
要撐幾個小時我都沒問題喔_0526.jpg,"['【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', ""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", 'Amazing Plan - Distressed - Kevin MacLeod.mp3']","[16.2247, 15.1276, 13.3528]","['Sneaky Adventure - Background Music (HD).mp3', 'sans..mp3', 'Curb Your Enthusiasm Meme (Frolic) - Background Music (HD).mp3']","[9.1786, 9.3499, 9.6007]"
我亂說的.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", '【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', 'Amazing Plan - Distressed - Kevin MacLeod.mp3']","[16.3766, 14.5438, 12.0413]","['Sneaky Adventure - Background Music (HD).mp3', 'Nintendo Wii - Mii Channel Theme.mp3', 'ILLUMINATI CONFIRMED (The X-Files Theme) - Sound Effect (HD).mp3']","[7.9313, 7.9487, 8.0305]"
什麼什麼_很恐怖耶_0200.jpg,"['Sneaky Adventure - Background Music (HD).mp3', 'C418  - Sweden - Minecraft Volume Alpha.mp3', ""It's Going Down Now.mp3""]","[14.8153, 14.5293, 13.8497]","['Wonder (Piranha Plants on Parade) ｜ Super Mario Bros. Wonder OST.mp3', 'Spongebob Music - Background Music (HD).mp3', '🎵 Happy Boy End Theme - Kevin MacLeod 🎧 No Copyright Music 🎶 YouTube Audio Library.mp3']","[10.1255, 10.242, 10.4059]"
那個誓言呢.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", '【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', 'HUNTER X HUNTER OST 3 ＂KINGDOM OF PREDATORS＂ (TIKTOK MEME SOUNDTRACK).mp3']","[17.7321, 12.7052, 12.5805]","['Wii Shop Channel Main Theme (HQ).mp3', 'Nintendo Wii - Mii Channel Theme.mp3', '🎵 Happy Boy End Theme - Kevin MacLeod 🎧 No Copyright Music 🎶 YouTube Audio Library.mp3']","[8.3411, 8.8646, 9.6193]"
到底是怎麼回事_0646.jpg,"['【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', ""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", 'Scheming Weasel Faster (Kevin Macleod) - Background Music (HD).mp3']","[18.3408, 18.2135, 15.7126]","['Nintendo Wii - Mii Channel Theme.mp3', 'Curb Your Enthusiasm Meme (Frolic) - Background Music (HD).mp3', 'C418  - Sweden - Minecraft Volume Alpha.mp3']","[10.522, 10.9438, 11.4216]"
而且這樣擅作主張_0050.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", '【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', 'HUNTER X HUNTER OST 3 ＂KINGDOM OF PREDATORS＂ (TIKTOK MEME SOUNDTRACK).mp3']","[19.7719, 14.5775, 13.9951]","['🎵 Happy Boy End Theme - Kevin MacLeod 🎧 No Copyright Music 🎶 YouTube Audio Library.mp3', 'Wonder (Piranha Plants on Parade) ｜ Super Mario Bros. Wonder OST.mp3', 'Curb Your Enthusiasm Meme (Frolic) - Background Music (HD).mp3']","[9.5617, 10.1132, 10.2933]"
不可能吧.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", '【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', 'Sanctuary Guardians.mp3']","[17.8734, 13.0448, 11.1068]","['Wii Shop Channel Main Theme (HQ).mp3', 'Sneaky Adventure - Background Music (HD).mp3', 'Nintendo Wii - Mii Channel Theme.mp3']","[6.3511, 8.0152, 8.386]"
已經不會有事了_0650.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", '【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', 'Amazing Plan - Distressed - Kevin MacLeod.mp3']","[19.0204, 15.7499, 13.6527]","['🎵 Happy Boy End Theme - Kevin MacLeod 🎧 No Copyright Music 🎶 YouTube Audio Library.mp3', 'Sneaky Adventure - Background Music (HD).mp3', 'Nintendo Wii - Mii Channel Theme.mp3']","[9.0429, 10.1739, 10.6492]"
那隻臭野貓_0624.jpg,"['【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', ""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", 'Kirby dream land theme song.mp3']","[17.0863, 16.836, 13.6429]","['Wii Shop Channel Main Theme (HQ).mp3', 'Nintendo Wii - Mii Channel Theme.mp3', 'sans..mp3']","[10.3708, 10.3836, 10.5067]"
不會吧.jpg,"['【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', ""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", 'Wonder (Piranha Plants on Parade) ｜ Super Mario Bros. Wonder OST.mp3']","[19.3226, 19.0295, 16.6482]","['C418  - Sweden - Minecraft Volume Alpha.mp3', 'Nintendo Wii - Mii Channel Theme.mp3', 'Wii Shop Channel Main Theme (HQ).mp3']","[11.0935, 11.7353, 12.0266]"
一旦加入就無法回頭了喔.jpg,"['Sanctuary Guardians.mp3', ""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", 'Kirby dream land theme song.mp3']","[11.8733, 11.0162, 10.9707]","['Curb Your Enthusiasm Meme (Frolic) - Background Music (HD).mp3', 'sans..mp3', 'Sneaky Adventure - Background Music (HD).mp3']","[6.617, 6.619, 8.2216]"
都要出場了耶_0008.jpg,"['【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', ""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", 'Wonder (Piranha Plants on Parade) ｜ Super Mario Bros. Wonder OST.mp3']","[20.4487, 18.8006, 16.0908]","['C418  - Sweden - Minecraft Volume Alpha.mp3', 'Nintendo Wii - Mii Channel Theme.mp3', 'Curb Your Enthusiasm Meme (Frolic) - Background Music (HD).mp3']","[10.8171, 11.7392, 11.9453]"
妳想幹嘛.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", '【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', 'Amazing Plan - Distressed - Kevin MacLeod.mp3']","[18.1696, 14.8237, 13.7303]","['Wii Shop Channel Main Theme (HQ).mp3', 'Wonder (Piranha Plants on Parade) ｜ Super Mario Bros. Wonder OST.mp3', 'Spongebob Music - Background Music (HD).mp3']","[9.7373, 10.1447, 10.4198]"
是的_0689.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", 'HUNTER X HUNTER OST 3 ＂KINGDOM OF PREDATORS＂ (TIKTOK MEME SOUNDTRACK).mp3', 'Weezer - Buddy Holly (2024 Remaster).mp3']","[21.1483, 20.2193, 19.0795]","['Wonder (Piranha Plants on Parade) ｜ Super Mario Bros. Wonder OST.mp3', 'Spongebob Music - Background Music (HD).mp3', 'C418  - Sweden - Minecraft Volume Alpha.mp3']","[14.1539, 14.7528, 14.7999]"
那麼拿起妳的劍吧_0614.jpg,"['【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', ""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", 'Scheming Weasel Faster (Kevin Macleod) - Background Music (HD).mp3']","[17.2139, 16.6303, 14.647]","['Curb Your Enthusiasm Meme (Frolic) - Background Music (HD).mp3', 'Nintendo Wii - Mii Channel Theme.mp3', 'C418  - Sweden - Minecraft Volume Alpha.mp3']","[8.5336, 9.238, 10.5276]"
實在是非常抱歉_0131.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", '【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', 'Amazing Plan - Distressed - Kevin MacLeod.mp3']","[15.0924, 14.7319, 12.2834]","['Nintendo Wii - Mii Channel Theme.mp3', 'Curb Your Enthusiasm Meme (Frolic) - Background Music (HD).mp3', 'Wii Shop Channel Main Theme (HQ).mp3']","[8.2079, 8.3249, 8.3904]"
真恐怖.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", '【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', 'Scheming Weasel Faster (Kevin Macleod) - Background Music (HD).mp3']","[20.1038, 19.102, 17.4701]","['Nintendo Wii - Mii Channel Theme.mp3', 'Curb Your Enthusiasm Meme (Frolic) - Background Music (HD).mp3', 'C418  - Sweden - Minecraft Volume Alpha.mp3']","[10.0523, 10.5193, 11.2246]"
我真的已經受夠了!_0380.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", '【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', 'HUNTER X HUNTER OST 3 ＂KINGDOM OF PREDATORS＂ (TIKTOK MEME SOUNDTRACK).mp3']","[20.0322, 16.0011, 15.8978]","['🎵 Happy Boy End Theme - Kevin MacLeod 🎧 No Copyright Music 🎶 YouTube Audio Library.mp3', 'Wonder (Piranha Plants on Parade) ｜ Super Mario Bros. Wonder OST.mp3', 'Spongebob Music - Background Music (HD).mp3']","[10.1441, 10.3501, 11.5144]"
謝謝大家_0489.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", 'Nothing Beats a Jet2holiday ｜ Sale ｜ Family ｜ TV advert.mp3', '【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3']","[20.8403, 15.4776, 14.6703]","['Curb Your Enthusiasm Meme (Frolic) - Background Music (HD).mp3', 'Nintendo Wii - Mii Channel Theme.mp3', '🎵 Happy Boy End Theme - Kevin MacLeod 🎧 No Copyright Music 🎶 YouTube Audio Library.mp3']","[10.2589, 11.0144, 11.1807]"
不要.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", 'Kirby dream land theme song.mp3', 'Amazing Plan - Distressed - Kevin MacLeod.mp3']","[18.9151, 15.9997, 15.9924]","['Wonder (Piranha Plants on Parade) ｜ Super Mario Bros. Wonder OST.mp3', 'Nintendo Wii - Mii Channel Theme.mp3', 'Curb Your Enthusiasm Meme (Frolic) - Background Music (HD).mp3']","[12.3252, 12.3962, 12.4595]"
難道說_0572.jpg,"['【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', ""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", 'Scheming Weasel Faster (Kevin Macleod) - Background Music (HD).mp3']","[18.3571, 17.5674, 16.2686]","['Spongebob Music - Background Music (HD).mp3', '🎵 Happy Boy End Theme - Kevin MacLeod 🎧 No Copyright Music 🎶 YouTube Audio Library.mp3', 'Nintendo Wii - Mii Channel Theme.mp3']","[11.3936, 11.3938, 11.6155]"
討厭討厭_揹我走_抱我走_0626.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", '【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', 'Scheming Weasel Faster (Kevin Macleod) - Background Music (HD).mp3']","[18.1739, 17.6041, 15.7756]","['Wonder (Piranha Plants on Parade) ｜ Super Mario Bros. Wonder OST.mp3', 'Spongebob Music - Background Music (HD).mp3', '🎵 Happy Boy End Theme - Kevin MacLeod 🎧 No Copyright Music 🎶 YouTube Audio Library.mp3']","[10.1553, 10.3961, 10.7178]"
為什麼妳不肯站在我這邊_0573.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", 'Sneaky Adventure - Background Music (HD).mp3', 'sans..mp3']","[17.3576, 15.2812, 14.7536]","['🎵 Happy Boy End Theme - Kevin MacLeod 🎧 No Copyright Music 🎶 YouTube Audio Library.mp3', 'Wonder (Piranha Plants on Parade) ｜ Super Mario Bros. Wonder OST.mp3', 'Curb Your Enthusiasm Meme (Frolic) - Background Music (HD).mp3']","[9.7133, 9.9469, 10.2399]"
這全是我的管理不周造成的_0363.jpg,"['【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', ""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", 'Amazing Plan - Distressed - Kevin MacLeod.mp3']","[15.2962, 14.1607, 11.1953]","['Curb Your Enthusiasm Meme (Frolic) - Background Music (HD).mp3', 'Wii Shop Channel Main Theme (HQ).mp3', 'sans..mp3']","[8.0097, 8.1045, 8.1823]"
我愛慕虛榮啦.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", 'Amazing Plan - Distressed - Kevin MacLeod.mp3', '【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3']","[18.4846, 12.2582, 11.7041]","['Wii Shop Channel Main Theme (HQ).mp3', 'Nintendo Wii - Mii Channel Theme.mp3', 'Sanctuary Guardians.mp3']","[8.8039, 9.2911, 9.7853]"
別再撒嬌了_0565.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", 'Sneaky Adventure - Background Music (HD).mp3', '【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3']","[18.4894, 13.9344, 13.8102]","['Nintendo Wii - Mii Channel Theme.mp3', '🎵 Happy Boy End Theme - Kevin MacLeod 🎧 No Copyright Music 🎶 YouTube Audio Library.mp3', 'Curb Your Enthusiasm Meme (Frolic) - Background Music (HD).mp3']","[9.1223, 9.5461, 9.7011]"
太好了_0217.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", '【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', 'Amazing Plan - Distressed - Kevin MacLeod.mp3']","[18.0441, 16.6933, 15.7846]","['Wonder (Piranha Plants on Parade) ｜ Super Mario Bros. Wonder OST.mp3', 'Spongebob Music - Background Music (HD).mp3', '🎵 Happy Boy End Theme - Kevin MacLeod 🎧 No Copyright Music 🎶 YouTube Audio Library.mp3']","[10.2428, 10.8518, 11.0403]"
但妳剛剛都在做什麼_0509.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", '【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', 'Amazing Plan - Distressed - Kevin MacLeod.mp3']","[15.4198, 14.3741, 13.3422]","['Nintendo Wii - Mii Channel Theme.mp3', 'Curb Your Enthusiasm Meme (Frolic) - Background Music (HD).mp3', 'Spongebob Music - Background Music (HD).mp3']","[7.7477, 8.1037, 9.9565]"
還有這樣太不負責了吧.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", 'sans..mp3', 'Sneaky Adventure - Background Music (HD).mp3']","[18.3052, 13.9918, 13.8656]","['Nintendo Wii - Mii Channel Theme.mp3', 'Wii Shop Channel Main Theme (HQ).mp3', '🎵 Happy Boy End Theme - Kevin MacLeod 🎧 No Copyright Music 🎶 YouTube Audio Library.mp3']","[9.8171, 9.843, 9.9821]"
妳在搞外遇嗎_0550.jpg,"['【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', ""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", 'Amazing Plan - Distressed - Kevin MacLeod.mp3']","[15.7607, 14.2994, 12.5957]","['sans..mp3', 'Sneaky Adventure - Background Music (HD).mp3', 'Wii Shop Channel Main Theme (HQ).mp3']","[7.8564, 7.8974, 8.4008]"
我不用吉他_0357.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", 'HUNTER X HUNTER OST 3 ＂KINGDOM OF PREDATORS＂ (TIKTOK MEME SOUNDTRACK).mp3', 'Sneaky Adventure - Background Music (HD).mp3']","[19.5709, 16.198, 15.6575]","['🎵 Happy Boy End Theme - Kevin MacLeod 🎧 No Copyright Music 🎶 YouTube Audio Library.mp3', 'Wonder (Piranha Plants on Parade) ｜ Super Mario Bros. Wonder OST.mp3', 'Spongebob Music - Background Music (HD).mp3']","[10.1272, 10.2697, 11.6888]"
對_我正要出門_0267.jpg,"['【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', ""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", 'Amazing Plan - Distressed - Kevin MacLeod.mp3']","[15.9055, 15.4415, 13.37]","['Nintendo Wii - Mii Channel Theme.mp3', 'Wii Shop Channel Main Theme (HQ).mp3', 'Curb Your Enthusiasm Meme (Frolic) - Background Music (HD).mp3']","[9.0154, 9.5568, 10.0761]"
傳出去了_0144.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", '【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', 'Amazing Plan - Distressed - Kevin MacLeod.mp3']","[16.1468, 14.1393, 12.0143]","['Nintendo Wii - Mii Channel Theme.mp3', 'Wii Shop Channel Main Theme (HQ).mp3', 'Curb Your Enthusiasm Meme (Frolic) - Background Music (HD).mp3']","[8.0098, 8.7759, 9.2724]"
我現在只剩_下Ave_Mujica了_0569.jpg,"['Nintendo Wii - Mii Channel Theme.mp3', 'Sanctuary Guardians.mp3', 'Curb Your Enthusiasm Meme (Frolic) - Background Music (HD).mp3']","[17.3676, 17.3516, 17.161]","['Wonder (Piranha Plants on Parade) ｜ Super Mario Bros. Wonder OST.mp3', '🎵 Happy Boy End Theme - Kevin MacLeod 🎧 No Copyright Music 🎶 YouTube Audio Library.mp3', 'Sad Violin - Sound Effect (HD).mp3']","[10.9811, 11.1578, 13.8537]"
怎麼可能會不知道_0315.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", '【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', 'HUNTER X HUNTER OST 3 ＂KINGDOM OF PREDATORS＂ (TIKTOK MEME SOUNDTRACK).mp3']","[19.5385, 15.1097, 13.3645]","['Wii Shop Channel Main Theme (HQ).mp3', 'Spongebob Music - Background Music (HD).mp3', '🎵 Happy Boy End Theme - Kevin MacLeod 🎧 No Copyright Music 🎶 YouTube Audio Library.mp3']","[10.1377, 10.4007, 10.722]"
那個誓言是騙人的.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", 'Spongebob Music - Background Music (HD).mp3', 'HUNTER X HUNTER OST 3 ＂KINGDOM OF PREDATORS＂ (TIKTOK MEME SOUNDTRACK).mp3']","[15.5375, 11.9579, 11.2766]","['Wii Shop Channel Main Theme (HQ).mp3', 'Curb Your Enthusiasm Meme (Frolic) - Background Music (HD).mp3', '🎵 Happy Boy End Theme - Kevin MacLeod 🎧 No Copyright Music 🎶 YouTube Audio Library.mp3']","[8.1834, 8.3562, 8.5153]"
妳到底在想什麼_0386.jpg,"['Sneaky Adventure - Background Music (HD).mp3', 'sans..mp3', 'HUNTER X HUNTER OST 3 ＂KINGDOM OF PREDATORS＂ (TIKTOK MEME SOUNDTRACK).mp3']","[18.0135, 16.9337, 16.8492]","['🎵 Happy Boy End Theme - Kevin MacLeod 🎧 No Copyright Music 🎶 YouTube Audio Library.mp3', 'Wonder (Piranha Plants on Parade) ｜ Super Mario Bros. Wonder OST.mp3', 'Spongebob Music - Background Music (HD).mp3']","[9.7386, 9.8203, 12.2252]"
為什麼都不講話.jpg,"[""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", '【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', 'Scheming Weasel Faster (Kevin Macleod) - Background Music (HD).mp3']","[18.9228, 18.0253, 14.7519]","['C418  - Sweden - Minecraft Volume Alpha.mp3', 'Nintendo Wii - Mii Channel Theme.mp3', 'Curb Your Enthusiasm Meme (Frolic) - Background Music (HD).mp3']","[10.6162, 10.6557, 10.8298]"
都已經說我不去了吧_0020.jpg,"['【Official Music Video】栞 ⧸ MyGO!!!!!【オリジナル楽曲】.mp3', ""春日影（アニメ「BanG Dream! It's MyGO!!!!!」#7 挿入歌）.mp3"", 'Amazing Plan - Distressed - Kevin MacLeod.mp3']","[17.1582, 16.0043, 15.0396]","['sans..mp3', 'Wii Shop Channel Main Theme (HQ).mp3', 'ILLUMINATI CONFIRMED (The X-Files Theme) - Sound Effect (HD).mp3']","[9.8012, 10.6765, 10.7501]"
